"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"Kodiak Cakes",5616,"http://www.kodiakcakes.com","Park City,  UT, United States",,"packaged baking mixes",
"KOE - Kombucha Organic Energy","N821","http://www.gwfg.com","Vernon,  CA, United States",,"bottled waters",
"Koh Thai Foods","N528","http://www.brandmusa.com","Yelm,  WA, United States",,,
"Kohana Coffee",2088,"http://www.kohanacoffee.com/","Austin,  TX, United States","Kohana Coffee is a specialty coffee roaster that produces a variety of direct trade slow r roasted specialty coffees, delicious, shelf stable, organic cold brew coffee concentrate, and all-natural ready-to-drink coffees. In addition to our Kohana branded products we also supply cold brew concentrate as an ingredient. Our State of Art SQF3 level production and brewing facility in Richmond, CA also allows us to support private label partnerships.","bulk coffees, coffee, functional beverages, kosher/parve products, organic beverages/juices, gluten/wheat/yeast-free products, general food & beverage","Kohana Coffee, Kohana Organic Cold Brew Coffee Concentrate, Kohana Cold Brew Coffee, Kohana Ready To Drink Coffee"
"Koia Plant Powered Nutrition",8214,"http://www.drinkkoia.com","Los Angeles,  CA, United States",,,
"Kokomio","N1116","http://juslab.com.mx/","CUAUHTEMOC,  Mexico, Mexico",,"functional beverages, juices, kosher/parve products, organic beverages/juices, full line organic refrigerated/frozen","Kokomio"
"Kombucha Wonder Drink",309,"http://www.wonderdrink.com","Portland,  OR, United States","Founded in Portland, Oregon, Wonder Drink begins with a culture of friendly yeast and bacteria which transforms sweetened tea into a curiously tart, sparkling fermented beverage we know as kombucha. The resulting organic acids provide a unique flavor profile and support overall good health. Available in shelf stable 8.4 oz cans as well as 14 oz glass bottles. Premium organic ingredients, guaranteed non-alcoholic. Five delicious flavors.","functional beverages, organic beverages/juices, tea","Wonder Drink Kombucha"
"Kona Deep",5336,"http://konadeep.com","Kona,  CA, United States","Kona Deep is a new category of bottled water. Unlike most spring waters or artificially engineered performance waters, Kona Deep has no need for extreme purification or added minerals and powdered electrolytes. Our mission is to change the way the world thinks about where their water can come from and spread the magic of Deep Ocean Water - sharing how it naturally brings together both purity and performance in the way nature intended.","bottled waters, functional beverages, organic beverages/juices",
"KonaRed Corporation",795,"http://www.konared.com","San Clemente,  CA, United States",,"bulk coffees, bulk dried fruit/vegetables, coffee, functional beverages, juices, kosher/parve products, vegan foods, antioxidant formulas, nutritional supplements, sports and fitness products",
"Kor Shots","N1528","http://korshots.com","Malibu,  CA, United States",,"juices, organic processed/packaged foods, full line organic refrigerated/frozen",
"Korea Agro-Trade Center",1660,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1662,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1664,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1666,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1670,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1561,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1563,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1565,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1567,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1571,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1558,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1560,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1562,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1564,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1566,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1568,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1570,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1572,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1574,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1576,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1578,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1580,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1569,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Agro-Trade Center",1668,"http://www.at.or.kr","seoul, , Korea, Republic of",,"confections/desserts, cookies, dietetic foods, ethnic, herbal teas, organic beverages/juices, tea, asian",
"Korea Ginseng Corp.",4650,"http://www.kgcus.com","Cerritos,  CA, United States","KGC produces premium CheongKwanJang 6-year-old Korean red ginseng products (kgcus.com). The world's oldest brand of ginseng, KGC's CheongKwanJang brand has existed for over 118 years and has a government origin. Our mission is to honor our ginseng heritage by coupling traditional and advanced good manufacturing processes guided under strict quality control to produce the world's finest ginseng. We are South Korea's no.1 supplement brand and the World's No. 1 Brand of ginseng (Euromonitor data).","functional food, herbal teas, asian, herbal medicine, botanical extracts, encapsulated/tableted herbs, full line herbs, medicinal products, ethnic/multicultural, food supplements, nutritional supplements","Korea Ginseng Corp, CheongKwanJang, Renesse, Yebon, Life&Truth, G-Shot Herbal, G-Shot Energy, Pure Ginseng Tea, GoodBase, AlphaProject, Donginbi - KGC premium 6-years-grown Korean red ginseng products."
"KSB Group, LLC","N153","www.rosense.co","Boca Raton,  FL, United States",,,
"Kuju Coffee","N1104","http://www.kujucoffee.com","San Francisco,  CA, United States","Kuju's innovative debut product, the Pocket PourOver(tm), is a ready-to-brew, drip coffee filter with specialty coffee grounds inside, that anchors to your mug so you can Brew Quality Coffee - Anywhere(tm). With distribution nationwide, Kuju is the #1 category player in the ready-to-brew drip coffee category and is on a never ending journey to bring you coffee-inspired products that will help you rest in a world of busy.","coffee, dairy-free products, functional food","Founded by two Eagle Scout brothers who grew weary of instant coffee on a camping trip to Red Rock Canyon, Kuju is an outdoor coffee company on a mission to help you reclaim your moments of rejuvenation."
"K'UL Foods LLC","N1005","https://kul-chocolate.com","Minneapolis,  MN, United States",,,
"Kuli Kuli",5483,"http://www.kulikulifoods.com","Oakland,  CA, United States","Kuli Kuli is the world's leading moringa brand with the highest quality moringa on the market. Moringa is more nutritious than kale and provides a complete plant protein. Over 60% of Americans say incorporating more vegetables into their diet is their #1 priority. Kuli Kuli's delicious Moringa Superfood Bars, Pure Moringa Powder and Moringa Green Energy Shots make it easy for Americans to get their greens on the go while planting moringa trees and supporting women farmers.","fiber/energy snacks, functional food, organic processed/packaged foods, packaged convenience foods, vegan foods, gluten/wheat/yeast-free products, ayurvedic remedies, raw ingredients, energy bars, green food supplements","Kuli Kuli's Moringa Superfood Bars are gluten-free, vegan and packed with all-natural nutrition, including ~25% DV of calcium, iron and vitamin A. Kuli Kuli's Moringa Superfood Powder is a raw, organic powder perfect for smoothies or savory dishes."
"Kunachia",8807,"http://kunachia.com/en","Hialeah,  FL, United States",,,
"Kura Nutrition",4778,"http://kuranutrition.com","Manchester,  NH, United States",,"functional beverages, functional food, protein: proteins/amino acids, food supplements, nutritional supplements, sports and fitness products",
"Kuvings",2671,"http://www.kuvings.com","Elk Grove,  IL, United States",,"appliances, food service equipment, juicers, juices, organic beverages/juices, housewares","Kuvings (NUC Electronics) is a leading manufacturer of small specialized kitchen appliances for nutrition and health-conscious consumers since 1978. The line includes juicers, blenders, yogurt makers, food processors, dehydrators, and more."
"KWANGCHEONKIM CO.,LTD",1564,"http://www.kckim.kr/","HONGSEONGGUN,  CHUNGCHEONGNAMDO, Korea, Republic of",,,
"Kwangdong USA, Inc.","N1223","http://www.drinkvita500.com","Irvine,  CA, United States","Vita500 is a healthful Vitamin C drink, free of the caffeine, taurine, artificial flavors, colors, sweeteners and preservatives found in so many energy drinks and shots. Vita500 is a best-selling vitamin drink in Asia; 500mg antioxidant Vit C in each bottle(over 8x's the DV and more Vit C than 9 oranges!) Vit C supports healthy immune function and other benefits. Vita500 is brought to you by Kwangdong, a leading pharmaceutical and consumer products company in South Korea.","functional beverages, asian, immune system, immune support, nutritional supplements, vitamin supplements","Vita500"
"L & S Packing Company, Inc.",5473,"http://www.paesana.com","East Farmingdale,  NY, United States",,"condiments, ethnic, full line grocery, full line organic grocery, kosher/parve products, mushrooms, sauces, specialty/gourmet products, gluten/wheat/yeast-free products","Paesana"
"L.A. Libations",4969,"http://www.aloegloe.com","Sierra Madre,  CA, United States",,"functional beverages, packaged convenience foods, vegan foods, gluten/wheat/yeast-free products, aloe vera products, antioxidant formulas, essential fatty acids, heart & circulation support, nutritional supplements, sports and fitness products","Aloe Gloe"
"L.B. Maple Treat Corp.","N2131","http://www.lbmapletreat.com","Granby,  QC, Canada",,"bulk honey/syrup, bulk sweeteners, organic bulk ingredients, full line organic grocery, specialty/gourmet products, sweeteners, syrup/honey",
"La Abuela Carmen","N1504","http://www.laabuelacarmen.com","MONTALBAN,  CORDOBA, Spain",,,
"La Colombe",5209,"http://www.lacolombe.com","Philadelphia,  PA, United States","La Colombe is a Philadelphia-based specialty coffee roaster known for ethical, long-term trade practices with coffee growers. It recently launched a revolutionary new product, the first-ever Draft Latte, which is a naturally sweet, frothy latte made of cold-pressed espresso and whole milk. Served on tap and in convenient, shelf-stable cans, the Draft Latte is changing the world of coffee. Come by the La Colombe booth at Expo West for a free taste!","bulk coffees, coffee, functional beverages, packaged convenience foods, general food & beverage",
"La Crosse Milling Co.",1983,"http://www.lacrossemilling.com","Cochrane,  WI, United States","La Crosse Milling Company is a specialty grain manufacturer of conventional, organic and gluten free oats. Products available include rolled oats (instant, quick, baby, regular rolled, old fashioned, thick rolled, #3, #4 and #5 rolled), steel cut oats, whole oat groats, oat flour, oat bran, and oat fiber.","bulk cereals, bulk flour, bulk grains, organic bulk foods, organic bulk ingredients, fiber/energy snacks, flour, food service ready","La Crosse Milling Company"
"La Megara","N1534","http://wwwlamegara.com","Beverly Hills,  CA, United States",,"ethnic, packaged dried fruit/vegetables, packaged oils, packaged pasta, sauces, full line organic refrigerated/frozen, full line refrigerated/frozen",
"La Pasta Inc.",5457,"http://wwww.lapastainc.com","SILVER SPRING,  MD, United States","La Pasta Inc. has been producing delightful, delicious, distinctive fresh pastas and award-winning sauces for more than 30 years. Servicing Retail and Food Service industries, La Pasta is committed to producing healthy, all natural products through wholesome manufacturing. We use whole, fresh, high caliber ingredients and cook them in our kitchen like you would in yours. Our product line extends from traditional linguine to innovative Sweet Potato, Quinoa & Kale Ravioli, Gluten Free and Dairy Free pastas.","bulk pastas, dairy-free products, packaged pasta, gluten/wheat/yeast-free products","La Pasta"
"La Preferida, Inc.",1717,"http://www.lapreferida.com","Chicago,  IL, United States",,"canned goods, chips, condiments, ethnic, organic processed/packaged foods, packaged beans/legumes, packaged pasta, sauces, soups, syrup/honey","La Preferida"
"La Selva Beach Spice Co.",5271,"http://www.laselvabeachspice.com","La Selva Beach,  CA, United States",,"specialty/gourmet products, spices/seasonings","Pure Himalayan Pure Hawaiian Bill's Seasonings"
"La Tourangelle, Inc.",5257,"http://www.latourangelle.com","Berkeley,  CA, United States","California artisan oil mill hand-crafting award-winning, all-natural, expeller-pressed specialty oils. Collection includes Coconut oils, Avocado oil, Roasted Walnut Oil, Toasted Sesame Oil, Roasted Hazelnut Oil, Roasted Almond Oil, Grapeseed oil. Bulk and private label available.","bulk oil, condiments, dairy-free products, food service ready, full line grocery, full line organic grocery, kosher/parve products, packaged oils, specialty/gourmet products","La Tourangelle"
"Label Technology, Inc.",347,"http://www.labeltech.com","Merced,  CA, United States","Check out the premier supplier of flexible packaging to the natural products marketplace! Are you a small to medium sized manufacturer looking for high quality flexible packaging rollstock, finished stand-up pouches, or pressure sensitive labels? Not really sure how the process works? We would be happy to impart some of our 30 years of packaging knowledge!","biodegradable products, full line packaging, packaging, paper products, plastic products, printing/soy inks, recycled products","Flexible Packaging Stand Up Pouches Pressure Sensitive Labels"
"LaCroix Sparkling Water",157,"http://www.lacroixwater.com","Ft. Lauderdale,  FL, United States","Whether you're an avid yogi, a master deal closer, or a professional toddler chaser, LaCroix Sparkling Water will be by your side to hydrate you on your busiest - and laziest - days, guilt free. As the #1 sparkling water in the U.S., LaCroix leads the category in innovation. It has developed an impressive variety of 14 naturally essenced core flavors and two line extensions - LaCroix Curate and LaCroix NiCola - without ever compromising its clean nutritionals: 0-calorie, 0-sugar, 0-sweetener, 0-sodium, just to name a few. With 12 manufacturing facilities strategically placed across the U.S. and the use of recyclable cans, we strive to reduce our carbon footprint in locality and lead in sustainability. As our CEO has stated over and over again, 'the best way to predict the future is to invent it' and that is exactly what LaCroix did. Pop open a LaCroix and experience the fizzy fun yourself!","bottled waters","LaCroix Sparkling Water"
"Lafe's Natural BodyCare",2519,"http://www.lafes.com","Austin,  TX, United States","Paraben and PG free natural personal care--including hemp deodorant sticks, roll-ons, sprays and crystal deodorants; made with certified organic hemp oil, essential oils, aloe vera; clean formulations, company gives 1% to support breast cancer prevention;","baby care, cosmetics/beauty aids, cruelty-free personal care, deodorant, foot care, full line personal care, hair care, skin care, spa product lines, children's products","Lafe's, Lafe's Natural and Organic, Lafe's Baby, Lafe's Kids, Lafe's Natural BodyCare, Lafe's Natural Crystal, Lafe's Foot Spray; Earthly Delight"
"Laird Superfood, LLC","N245","http://www.lairdsuperfood.com","Sisters,  OR, United States","As the world's most prolific big wave surfer, Laird Hamilton travels the world in search of the gnarliest waves and the most epic rides. To succeed he needs razor-sharp focus, untapped energy, and exceptional endurance. He gets all three from the power-packed ingredients he puts into every Laird Superfood product.","cocoa, coffee, dairy-free products, mushrooms, organic beverages/juices","Laird Superfood Original Creamers: Original, Turmeric, Cacao and Unsweetened, Hydrate, Instafuel, Coffees, Mushroom Blend"
"Lakanto Monk Fruit Sweetener",5546,"http://www.lakanto.com","Lindon,  UT, United States","SARAYA, known for its delicious natural, calorie free sweetener - LAKANTO - is now introducing its Happy Elephant line of home cleaning and hand care products. Made with a unique, sustainably sourced sophorolipid without any toxic chemicals. New to the US, Happy Elephant gives back to the rainforest of Borneo and the local biodiversity with every bottle through the Borneo Conservation Trust. SARAYA, headquartered in Japan with its American office located in Utah.","bulk sweeteners, cleaning/laundry supplies, kitchen/bath accessories, produce cleaners, bath products, full line personal care, skin care, soap, general supplement/personal care","Happy Elephant brand of natural home and hand care products developed without toxic or harmful chemicals. It has excellent cleaning with the unique Sophoro cleanser ingredient made from fermentation. Supports biodiversity in the Borneo rainforest."
"Lakanto Monk Fruit Sweetener",1475,"http://www.lakanto.com","Lindon,  UT, United States","SARAYA, known for its delicious natural, calorie free sweetener - LAKANTO - is now introducing its Happy Elephant line of home cleaning and hand care products. Made with a unique, sustainably sourced sophorolipid without any toxic chemicals. New to the US, Happy Elephant gives back to the rainforest of Borneo and the local biodiversity with every bottle through the Borneo Conservation Trust. SARAYA, headquartered in Japan with its American office located in Utah.","bulk sweeteners, cleaning/laundry supplies, kitchen/bath accessories, produce cleaners, bath products, full line personal care, skin care, soap, general supplement/personal care","Happy Elephant brand of natural home and hand care products developed without toxic or harmful chemicals. It has excellent cleaning with the unique Sophoro cleanser ingredient made from fermentation. Supports biodiversity in the Borneo rainforest."
"Lake Champlain Chocolates","N1706","http://whsl.lakechamplainchocolates.com","Burlington,  VT, United States","A pioneer in the American chocolate movement, Lake Champlain Chocolates is a family-owned company located in Burlington, Vermont. Hand made by people who are passionate about their work, Lake Champlain Chocolates offers chocolate bars, including the best-selling Five Star Bars, truffles, caramels, gift assortments and gourmet hot chocolate and are available online, nationwide at specialty food and gift stores, and at their three company-owned stores in Vermont.","cocoa, confections/desserts, kosher/parve products, organic processed/packaged foods, snack bars, specialty/gourmet products, vegan foods, trans fat free","Five Star Bars, Chocolates of Vermont, Lake Champlain Chocolates"
"Lakewood Organic Juice Company",2116,"http://www.lakewoodjuices.com","Miami,  FL, United States","Lakewood is a Florida-based, Independently Owned, Family Juice Company that provides the highest quality organic premium juices in the industry. Lakewood provides a full line of Fresh Pressed Fruit & Vegetable juices - Pure Juices. Delicious Blends, Concentrates, Supplement and Preservative Free Aloe Products. Certified Organic GMO Free - Gluten Free - Casein Free No Sugar Added - No Additives - No Preservatives Growing - Harvesting - Pressing - Bottling...Lakewood Quality since 1935","dairy-free products, juices, kosher/parve products, organic beverages/juices, specialty/gourmet products, vegan foods, trans fat free, aloe vera products, antioxidant formulas, digestive health","Lakewood & Lakewood Organic"
"Lallemand Health Solutions Inc",4479,"http://www.lallemand-health-solutions.com","Mirabel,  QC, Canada","Lallemand Health Solutions consolidates the internationally recognized probiotic manufacturers Institut Rosell and Harmonium International. Our company offers a full line of ready-to-market probiotic formulas and helps its partners to design their own custom & complex formulations. We provide our partners with the full support to develop, register and market their products in their market, making LHS a complete probiotic solutions provider.","immune system, mind & memory, specialty: probiotic organisms, acidophilus/bifidus/lactobacilus, children's supplements, immune support, digestive health, food supplements, children's products","Ready-to-market probiotic formulas: Lacidofil(r), Probiokid(r), Probio'Stick(r), Protecflor(r). Development and production of custom formulations based on the documented Rosell, Harmonium, or Lafti(r) strains."
"LALOO'S",160,"http://www.laloos.com","Frisco,  TX, United States","Natural Food Company with focus on goat milk products. We own the worlds first Goat Milk Ice Cream called Laloo's. Under the label Funny Farm we have the worlds first Goat cheese Mac and Cheese, Goat Cheddar Popcorn and Goat Cheese Pizza all delicious. Our claim to fame is no goaty taste. Better Milk makes better cheese.","chips, confections/desserts, packaged convenience foods, packaged pasta, snacks, specialty/gourmet products, refrigerated/frozen dairy, refrigerated/frozen entrees, refrigerated/frozen snacks/confection/dessert","www.laloos.com for the best goat milk ice cream ever www.funnyfarmfoods.com to see the best popcorn, pizza and mac and cheese on the planet. Really great products unlike any other."
"Lantana Foods",5288,"www.eatwellembracelife.com","Austin,  TX, United States",,,
"Lapierre Maple Farms",1882,"http://www.lapierremaple.com","St-Ludger,  QC, Canada",,"bulk honey/syrup, kosher/parve products, organic processed/packaged foods, syrup/honey","Lapierre Maple Farm Private Label"
"Late July Snacks",1721,"http://www.latejuly.com","Boston,  MA, United States","Late July is the sweet spot of summer. It's a moment in time when life is simple, pure & good. It's also our name and philosophy on snack making. From our Multigrain, our Restaurant Style Tortilla Chips and our line of taco truck inspired flavors, The Clasicos - we care deeply about using organic and non-GMO ingredients and making chips for everyone at the party. This year we are excited to launch a new organic and non-GMO salsa line that comes in three delicious flavors for everyone at the party to enjoy: Mild, Medium and Salsa Verde. These new salsas use USDA Certified Organic and Non-GMO Project Verified ingredients. Made for the whole family to enjoy, they are also gluten-free, vegan, peanut and tree nut free and contain no artificial flavors or colors. Varieties include: Organic Mild: This restaurant style salsa focuses on key organic ingredients such as tomatoes, bell peppers, onions, garlic and cilantro; Organic Medium: For a hit of heat, we added green chilies, chili peppers, jalapeno peppers and cayenne pepper to create the perfect crowd-pleaser; and Non-GMO Salsa Verde: A bright blend of semi-roasted tomatillos, green chilies, onions, serrano peppers, garlic, cilantro and lime. Come visit our booth to sample the perfect chip and dip duo!","chips, crackers/chips, food service ready, kosher/parve products, organic processed/packaged foods, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free","Late July Snacks"
"Laughing Giraffe Organics",5137,"http://www.thelaughinggiraffe.com","Lafayette,  CA, United States",,"confections/desserts, cookies, dairy-free products, egg-free products, kosher/parve products, organic processed/packaged foods, packaged convenience foods, snacks, vegan foods, gluten/wheat/yeast-free products","Laughing Giraffe Organics"
"Laura Crawford, Inc.",2666,"http://www.lauracrawfordinc.com","Madison,  WI, United States","Laura Crawford, Inc. is a national sales agency specializing in the Lifestyle/general merchandise category of natural grocery retailers. We have over 25 years of success representing, quality product lines to retailers nationwide, specializing in display programs, in-store merchandising and demos.","clothing/shoes, gifts/crafts/jewelry, hair accessories, housewares, kitchen/bath accessories, potpourri/candles/incense, textiles/yarns/fibers, plastic bottles","Laura Crawford, Inc. carries a wide variety of on-trend brands in the lifestyle and general merchandise category. Be sure to stop by our booth to learn more about our current offerings."
"Laurel Foods, LLC","N844","www.laurelfoods.com","Hillsboro,  OR, United States",,,
"Layfield Flexible Packaging",3095,"https://www.layfieldflexpack.com","Richmond,  BC, Canada","Layfield Flexible Packaging delivers the ultimate packaging solution through strict quality-controlled core activities including; prepress and graphics, film manufacturing, printing, lamination, converting films into bags, and supplying filling and packaging equipment. Layfield is the only flexible packaging provider with scalable 'hybrid' (domestic & international) production solutions which enables us to consistently offer industry leading quality, delivery, price, and innovation.","biodegradable products, full line packaging, packaging, plastic products, printing/soy inks, recycled products, reusable bags, consulting","Layflex, SealFlex and StretchTech"
"Le Bonheur French Organic Cuisine",8705,"http://www.karinejeff.fr","revel, fr 31250, , France","Karine & Jeff is a french 100% organic food structure which produce a wide range of original and tasty recipes in glass jars to preserve the quality. Our recipes are based on the french culinary traditions or inspired by our travel, they reflect who we are : generous healthy and tasty. All our recipes are cooked without added sugar, without thickener or preservatives. Our products are certified: Gluten free, non GMO, Vegan and USDA organic.","allergy-free grocery products, canned goods, dairy-free products, full line organic grocery, organic processed/packaged foods, preserves/jams/jellies, sauces, soups, specialty/gourmet products, vegan foods","KARINE & JEFF"
"Le Caramel",2187,"http://www.petitpot.com","South San francisco,  CA, United States",,"confections/desserts, organic dairy products, organic processed/packaged foods, specialty/gourmet products, gluten/wheat/yeast-free products, gifts/crafts/jewelry, refrigerated/frozen dairy","Petit Pot Le Caramel"
"Leaf Cuisine, LLC","N1002","http://www.leafcuisine.com","Santa Monica,  CA, United States","LEAF CUISINE '100% Vegan Deliciousness'. We believe in super clean and delicious food made with integrity. Leaf Cuisine has delicious and creamy cheesy style spreads. You'll love the bold flavors. Certified vegan & Non-GMO, Dairy-Free, Gluten-Free, Soy-Free, Raw, Probiotic and Paleo. Made locally in Santa Monica, CA.","dairy-free products, egg-free products, low carbohydrate foods, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free, refrigerated/frozen dairy substitutes","Leaf Cuisine 1. 'Dairy Free Spreads': Garlicky Herb, Peppery Jack & Smoky Goudha 2. 'NOT Cream Cheese Spreads': Classic Plain, Jalapeno Lime & Onion Chive"
"Leafy Mama",9310,"www.leafymama.com","Sandy,  UT, United States",,,
"Leaner Creamer","N2241","http://www.leanercreamer.com","Beverly Hills,  CA, United States",,"coffee, functional food, specialty/gourmet products, gluten/wheat/yeast-free products, general food & beverage, general supplement/personal care, diet products, digestive aids, herbal supplement formulas, nutritional supplements",
"Leavitt Corporation, The",5677,"http://www.teddie.com","Everett,  MA, United States","For three generations, our family has been creating delicious Teddie Natural peanut butter. Our careful attention to detail result in the best tasting, highest quality peanut butter in the market today. We use only USA grown peanuts and a pinch of salt. Teddie is Vegan friendly, Non-GMO, Gluten free and Kosher. We offer a full line of Natural and Organic peanut butter in a variety of sizes for supermarket and commercial distribution.","kosher/parve products, nut butters, salt-free products, vegan foods, gluten/wheat/yeast-free products, trans fat free","Teddie All Natural Peanut Butter Teddie All Natural Unsalted Peanut Butter Teddie All Natural Organic Peanut Butter Teddie All Natural Peanut Butter with Flaxseed Private Label"
"Left Field Foods","N2316","http://www.leftfieldfoods.ca","Calgary,  AB, Canada","Left Field Foods helps savvy snackers with great taste from the ground up. Our new brand SPOKES are hot-air puffed potato snacks that are made with simple, natural, gluten-free, dairy-free, and non-GMO ingredients. We use a special hot-air puffing process that lets us make these light and tasty snacks with only 40 calories/cup. The only oil used in the process is a gentle mist of high-oleci sunflower oil so that our great-tasting seasoning stick. We always air-puff and never fry anything.","allergy-free grocery products, chips, crackers/chips, dairy-free products, kosher/parve products, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free","SPOKES is new and making its world debute!! It's an air-puffed potato snack with great taste and only 40 calories/cup. Great flavors like: Sea Salt & Vinegar, Salt & Pepper, BBQ, Salsa, Dill Pickle, Plain, Sea Salted Caramel, and Mango Habanero."
"Legacy Juice Works","N133","http://www.saratogajuicebar.com","Saratoga Springs,  NY, United States",,,
"Legendary Foods LLC","N2334","http://www.legendaryfoodsonline.com","Altadena,  CA, United States",,"nut butters, packaged nuts/seeds",
"LeGrand",5254,"http://www.maisonlegrand.com","Blainville,  QC, Canada","LE GRAND Power of Plants PESTOS: Garden, Classic 4 nuts & Romano cheese, Sun-dried Tomato NEW PESTO: Ginger TZATZIKI; FRESH SOUPS; Indian Dhal, Thai, Tuscan Vegetable, Tomato Basmati, Super Green SAUCES: Alfredo, Classic Rosee & Rustic Rosee NEW CHILIS: Chili Chipotle & Chili Moroccan Spices","dairy-free products, egg-free products, ethnic, food service ready, sauces, soups, specialty/gourmet products, gluten/wheat/yeast-free products, raw ingredients, full line refrigerated/frozen","LE GRAND Power of Plants"
"Lehua Inc","N1349","www.kanaorganics.com","Westlake Village,  CA, United States",,,
"Lekithos Inc","N1001","lekithos.com","Palm Beach Gardens,  FL, United States",,,
"Lemi Shine","N1401","http://lemishine.com","Austin,  TX, United States",,,
"Lemoncoco",5439,"http://www.jonessoda.com","Seattle,  WA, United States","Jones Soda Co. markets and distributes premium beverages under Jones Cane Sugar Soda, Jones Zilch , and Jones Stripped brands & sells through distribution network primarily across North America. A leader in the premium soda category, Jones is known for its variety of flavors featuring cane sugar as well as its innovative labeling technique that incorporates always-changing photos sent in from its consumers. With the introduction of Lemoncocco , Jones adds this new non-carbonated premium brand to its line-up.","kosher/parve products, organic beverages/juices, soft drinks","Jones Soda, Jones Zilch, Jones Stripped, Lemoncocco"
"Lenny & Larry's","N1102","www.lennylarry.com","Los Angeles,  CA, United States",,,
